SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
20101100804,22,8,9,47,35,30,27,30,19,16,8,3,0,0,0,45,79,375
20101100805,6,4,23,41,39,42,20,15,14,3,3,6,0,0,4,48,46,318
20101100806,21,11,22,56,54,30,30,26,21,8,0,4,0,0,3,38,88,417
20101100807,18,3,21,29,44,40,17,37,31,11,12,3,11,0,0,15,62,354
20101100808,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12
20101100809,13,7,24,34,44,48,43,52,50,31,28,14,24,4,4,40,91,542
20101100810,31,8,25,32,48,45,33,51,39,18,16,16,12,5,4,21,63,454
20101100811,21,7,4,28,24,14,19,24,34,11,6,0,4,0,0,9,37,240
20101100812,5,8,20,38,25,27,33,33,32,16,8,9,10,0,0,33,55,353
20101100813,20,7,19,35,21,25,32,25,25,17,8,4,4,0,6,25,47,314
20101100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
20101100815,15,5,23,42,45,26,18,14,15,8,3,0,3,0,0,40,47,319
20101100816,19,19,8,21,29,16,27,22,26,11,13,12,12,4,4,9,55,295
20101100818,31,16,17,25,27,37,34,39,57,45,23,15,30,0,4,20,100,524
20101100820,21,18,17,35,28,39,21,34,40,23,11,4,17,5,0,30,91,437
20101100821,23,8,22,42,55,34,55,40,31,24,5,14,7,0,0,26,60,452
20101100822,13,4,18,39,35,32,14,18,18,4,18,4,0,4,4,28,37,279
20101100823,33,9,21,52,70,44,47,40,38,26,20,6,13,0,6,39,70,540
20101100824,15,8,25,98,40,94,36,38,32,11,14,7,11,0,3,114,56,597
20101100825,109,26,5,15,12,18,14,6,9,8,4,5,11,0,0,30,80,356
20101100826,21,11,13,39,43,45,26,40,34,26,23,15,13,0,4,11,46,397
20101100827,24,6,9,60,65,41,42,40,35,36,18,7,13,4,4,27,79,506
20101100828,12,9,13,35,31,41,26,32,43,19,9,6,10,0,5,17,64,379
20101100829,16,7,8,28,32,22,19,24,36,13,13,0,8,0,0,7,56,286
20101100830,8,10,17,29,44,49,26,19,34,23,14,6,13,0,4,14,52,366
20101100831,11,10,11,40,38,23,25,31,31,19,8,6,10,0,0,16,49,326
20101100832,25,4,30,62,48,27,25,28,21,10,7,0,5,0,6,81,69,454
20101100833,32,9,24,67,47,59,43,44,41,27,19,3,8,0,0,21,108,545
20101100834,18,3,16,34,31,25,32,24,21,10,9,3,6,0,0,22,51,294
20101100835,33,14,19,23,15,16,43,34,46,31,17,21,25,3,3,14,112,470
20101100836,23,14,10,36,31,23,29,42,48,32,33,18,26,0,3,15,114,491
20101100837,26,21,19,35,34,28,34,37,63,53,31,18,45,0,4,12,162,630
20101100838,11,5,8,9,6,14,8,17,7,10,7,11,16,5,6,5,50,190
20101100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100840,19,9,11,17,24,23,25,29,15,15,9,9,7,0,3,17,50,279
20101100841,13,7,9,10,20,17,19,20,25,31,17,12,15,3,0,4,96,319
20101100842,4,4,12,8,5,16,18,14,26,8,16,12,14,0,3,7,55,221
20101100843,24,38,16,40,42,31,21,25,25,22,9,4,7,0,3,25,47,383
20101100844,13,14,12,13,28,34,31,33,46,48,20,22,20,5,4,11,143,488
20101100845,31,19,20,28,13,34,38,73,58,57,53,42,42,3,5,12,181,707
20101148101,24,17,19,59,66,48,42,38,42,42,30,16,10,0,4,31,64,558
20101148102,13,4,17,17,19,20,20,16,19,7,6,5,7,0,0,13,50,225
20101148103,34,7,22,45,74,54,54,49,48,35,22,24,29,0,9,14,97,594
20101148104,14,4,14,27,35,24,17,20,26,25,16,3,7,0,0,18,62,325
20101148105,15,6,12,31,21,19,15,22,23,9,8,16,15,4,0,3,27,254
20101148106,22,6,11,30,20,20,29,33,25,20,16,7,11,0,0,14,61,325
20101148107,17,11,23,32,42,39,27,32,31,22,14,11,14,4,9,23,58,407
20101148108,39,8,8,20,35,35,22,29,24,19,12,12,9,3,7,84,36,409
20101148109,12,11,25,31,39,44,17,27,42,24,14,11,17,9,0,9,52,376
20101148110,20,0,20,82,96,66,36,25,24,23,9,6,16,0,0,62,33,521
20101148111,15,12,24,28,47,38,47,59,26,12,11,5,6,0,3,35,59,432
20101148112,23,24,27,62,36,51,40,50,57,43,33,31,36,14,9,23,152,712
20101148113,15,14,19,48,43,40,35,44,45,33,12,7,21,6,0,45,79,506
20101148114,16,8,9,30,31,31,15,11,29,9,6,14,16,6,0,18,37,285
20101148115,23,13,9,15,21,24,28,29,34,14,23,18,22,0,9,16,78,384
20101148116,12,3,9,24,33,22,16,15,28,21,11,3,7,0,4,16,49,281
20101148117,9,4,24,31,42,26,26,29,23,23,22,12,15,0,0,18,46,365
20101148118,46,16,35,43,56,47,47,54,62,39,26,16,32,11,19,35,153,722
20101148119,33,21,26,52,52,43,43,38,38,27,13,10,22,4,3,31,100,564
20101148120,28,8,28,41,60,67,61,57,69,42,37,21,47,4,4,41,130,742
20101148121,17,5,10,24,30,36,29,28,26,17,16,7,17,0,0,28,57,344
20101148122,8,0,28,24,26,26,28,23,25,13,18,6,9,4,0,12,51,289
20101148201,25,7,11,27,29,49,24,44,26,18,24,20,37,9,9,14,77,454
20101148202,44,30,31,40,44,47,46,56,59,48,34,28,56,11,28,9,176,798
20101148203,25,24,10,16,18,26,17,30,22,18,12,14,40,12,28,16,79,399
20101148204,43,22,28,32,39,47,40,47,69,65,59,52,93,20,29,28,271,980
20101148205,15,9,17,19,24,31,22,36,36,34,29,10,33,4,4,9,84,414
20101148206,15,4,33,48,116,58,38,29,30,30,19,7,19,0,0,69,82,599
20101148207,15,15,10,17,23,32,23,27,29,16,14,11,16,3,4,16,49,337
20101148208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101148209,39,27,33,40,30,37,38,53,52,61,48,37,74,21,37,8,156,793
20101148210,23,7,26,28,28,44,50,48,58,40,44,22,34,10,6,32,111,614
20101148211,28,16,14,28,25,39,28,48,34,24,23,20,47,14,24,27,78,523
20101148212,22,12,17,41,31,47,26,38,51,27,25,22,28,4,0,21,65,476
20101148213,22,8,15,18,33,42,20,65,25,16,10,10,30,4,6,25,65,429
20101148214,14,14,9,35,33,40,31,32,30,29,27,7,19,7,3,33,64,439
20101148215,20,3,33,48,46,45,29,49,43,26,29,17,21,3,4,26,61,511
20101148216,18,19,17,26,38,38,38,41,36,28,23,22,31,5,18,33,80,502
20101148217,24,28,17,23,25,27,29,32,35,25,35,20,25,12,18,12,115,499
20101148218,29,19,30,24,22,27,36,46,52,37,40,37,58,10,16,20,202,704
20101148219,19,19,27,15,26,16,24,25,17,16,25,4,26,4,9,22,50,332
20101148220,11,3,4,7,15,44,14,19,22,25,10,12,19,6,7,11,65,287
20101148221,6,3,8,9,9,10,12,14,11,9,12,4,18,3,4,13,31,173
20101148222,27,13,14,46,27,42,38,31,43,22,30,24,26,13,13,11,105,524
20101148223,41,24,32,61,40,55,36,30,54,39,34,22,43,9,15,19,125,695
20101148224,20,9,18,23,21,30,29,36,35,21,37,20,34,11,14,7,83,457
20101148225,19,12,17,9,21,20,27,46,66,34,33,26,33,11,13,5,114,510
20101148226,22,12,12,22,19,25,24,25,20,17,23,16,24,0,3,24,56,344
20101148227,24,13,19,48,48,45,38,39,32,22,26,18,29,0,6,39,89,529
20101148228,21,3,11,35,51,45,30,29,40,26,31,17,26,3,3,10,94,474
20101148229,26,19,17,26,29,45,35,45,45,29,27,19,22,6,0,9,83,478
20101148230,16,21,18,37,47,33,30,38,24,20,23,20,18,3,3,17,40,401
20101148301,0,0,4,0,4,7,3,7,0,4,6,0,6,5,0,0,14,59
20101148302,39,19,27,45,34,41,43,38,54,43,36,19,34,9,3,23,148,674
20101148303,27,8,18,23,29,24,30,37,41,38,20,23,37,3,4,10,150,517
20101148304,23,10,19,15,27,23,33,42,33,32,18,18,35,0,0,12,72,421
20101148305,26,13,6,20,27,39,29,27,27,22,16,10,18,3,5,11,52,348
20101148306,17,3,8,32,27,29,27,34,32,18,8,0,6,3,3,10,25,302
20101148307,32,9,32,57,78,58,43,45,35,25,28,17,20,0,0,51,110,631
20101148308,21,23,49,44,72,59,50,51,57,25,26,9,22,4,4,32,139,696
20101148309,17,0,20,21,20,20,29,27,28,12,17,14,14,0,0,14,59,321
20101148310,28,10,8,46,34,37,32,37,43,31,24,27,32,3,10,40,82,520
20101148311,29,21,13,28,25,32,29,37,58,30,25,20,41,10,14,18,119,537
20101148312,33,16,30,64,51,72,59,58,54,39,35,26,36,6,7,42,112,736
20101148313,24,5,12,31,31,45,41,41,30,24,18,10,12,0,5,15,70,411
20101148314,24,9,31,53,35,24,38,40,36,28,13,16,10,0,4,27,81,467
20101148315,32,21,22,49,71,93,50,43,41,21,18,24,24,0,4,107,87,709
20101148316,27,13,19,24,34,27,30,30,36,21,38,23,24,4,3,24,55,442
20101148317,10,9,9,23,24,33,26,27,24,27,18,14,9,0,6,10,33,303
20101148318,11,8,18,36,34,22,26,20,33,33,27,17,9,0,8,38,55,397
20101148319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
20101148320,30,19,24,36,17,34,38,25,53,34,32,21,34,9,6,25,116,548
20101148321,29,7,27,40,25,35,34,34,39,23,23,12,25,4,14,11,74,455
20101148322,53,21,22,46,29,49,35,48,41,25,32,18,29,4,10,69,133,665
20101148323,20,5,21,35,36,33,32,32,35,26,24,16,15,4,0,25,52,391
20101148324,16,13,10,37,31,34,36,39,32,32,20,20,20,0,6,36,52,434
20101148325,20,9,16,23,30,37,28,26,26,18,7,3,12,4,0,19,36,324
20101148326,38,23,30,31,42,58,53,58,67,56,36,37,54,7,21,26,204,850
20101148401,13,16,6,29,31,47,29,31,30,24,27,15,20,4,3,13,59,383
20101148402,26,9,12,23,50,45,29,21,36,14,14,3,3,0,5,27,55,372
20101148403,16,8,16,36,41,49,26,21,26,18,13,4,6,0,5,43,45,379
20101148404,31,16,19,36,58,30,23,34,30,19,15,4,0,0,0,28,38,375
20101148405,13,7,10,40,52,26,27,36,35,14,11,8,20,4,6,17,51,384
20101148406,24,17,33,65,60,52,40,44,46,31,32,5,10,0,0,24,101,582
20101148407,27,12,23,40,62,49,45,48,55,27,17,11,13,0,5,31,104,565
20101148408,17,3,21,37,56,56,42,40,41,19,25,16,7,0,5,65,84,533
20101148409,21,10,21,36,53,55,50,41,32,14,11,6,8,3,4,39,88,499
20101148410,26,10,8,53,34,36,38,34,34,15,12,3,5,0,0,38,59,408
20101148411,23,10,19,42,54,40,24,36,34,19,13,5,3,0,0,19,58,388
20101148412,16,24,21,21,31,33,32,35,50,27,11,6,9,0,0,19,130,464
20101148413,16,9,24,32,51,44,35,43,35,27,18,17,11,6,8,42,83,486
20101148414,29,8,19,45,41,33,50,41,43,36,15,15,11,0,0,32,106,521
20101148415,8,3,8,5,29,16,26,15,5,4,10,0,3,0,4,76,8,221
20101148416,20,20,18,46,39,33,41,42,33,19,8,6,9,0,0,15,61,417
20101148417,31,14,21,38,45,64,58,83,80,46,14,15,19,0,0,40,205,761
20101148418,36,9,41,61,76,44,39,55,39,27,11,14,7,0,5,46,126,628
20101148419,17,8,27,95,101,67,62,47,49,22,12,8,5,0,0,53,73,641
20101148420,6,0,8,25,32,27,20,25,27,15,6,10,14,3,0,24,54,280
20101148421,16,8,20,54,55,54,34,40,32,13,17,5,5,0,0,44,68,463
20101148422,13,0,18,35,46,29,15,21,15,9,14,4,0,0,4,19,56,303
20101148423,18,9,8,48,63,28,24,30,23,22,9,9,10,5,6,24,56,379
20101148424,14,11,19,53,56,56,49,42,43,28,27,8,18,3,11,40,72,544
20101148425,21,15,27,57,78,65,66,56,53,23,24,10,12,0,9,103,117,742
20101148426,10,8,19,33,34,38,19,24,22,15,8,11,0,0,0,31,48,331
20101148427,17,14,21,47,31,34,31,39,40,21,17,7,7,5,0,22,58,399
20101148428,23,18,37,50,63,47,41,39,47,27,14,11,7,0,0,56,99,563
20102100901,43,10,28,49,52,47,35,50,52,39,35,30,33,8,6,44,97,663
20102100902,23,4,13,27,16,22,17,24,18,16,13,13,12,3,9,7,52,275
20102100903,20,14,7,26,29,22,22,28,31,21,27,22,22,0,8,22,85,396
20102100904,13,9,14,18,10,14,13,17,22,15,10,12,14,0,5,16,34,220
20102100905,21,5,9,29,34,19,34,25,28,18,27,6,24,0,7,20,68,381
20102100906,13,3,13,19,15,9,13,10,17,17,16,14,24,8,14,24,71,300
20102100907,25,3,13,18,22,16,21,40,21,18,17,15,32,0,19,29,56,369
20102100908,38,0,15,24,23,14,15,16,23,16,12,9,13,5,3,63,65,362
20102100909,30,9,15,16,19,17,25,20,21,26,30,7,19,3,8,30,64,371
20102100910,22,3,15,21,10,18,15,23,18,9,12,12,25,7,7,45,71,331
20102100911,18,12,11,23,30,11,19,26,19,13,6,13,26,7,11,19,84,339
20102100912,24,7,9,11,23,20,17,19,20,19,25,17,23,5,5,10,83,345
20102100913,25,23,13,35,53,26,35,23,41,33,28,26,37,0,6,21,138,563
20102100914,15,9,12,25,17,11,14,11,18,18,9,7,8,3,6,11,37,215
20102100915,24,13,14,36,42,21,28,19,30,23,21,20,29,0,8,30,97,456
20102100916,21,7,15,33,41,35,44,32,22,19,17,7,12,0,5,19,36,360
20102100917,42,28,18,34,33,37,31,45,44,24,25,17,34,7,21,34,107,567
20102101001,20,14,11,34,32,37,32,45,34,21,21,7,17,4,0,23,83,430
20102101002,29,4,28,45,39,38,29,29,33,19,17,12,12,0,4,50,92,472
20102101003,27,3,9,32,23,16,24,27,19,15,12,4,7,0,3,23,36,277
20102101004,18,6,11,29,32,20,17,23,32,13,12,6,13,0,7,21,66,334
20102101005,10,4,5,17,66,16,17,6,11,7,4,5,4,0,0,54,15,235
20102101006,23,17,31,41,42,37,41,40,35,19,29,10,11,3,4,66,74,525
20102101007,25,17,18,11,19,33,24,45,28,11,17,17,18,4,13,21,85,405
20102101008,20,13,22,35,26,22,36,23,24,19,13,14,20,3,10,39,82,424
20102101009,16,4,15,16,15,11,16,16,25,13,6,11,19,0,4,14,52,249
20102101010,10,8,9,31,21,19,19,11,30,19,18,10,11,6,8,12,42,272
20102101011,17,11,8,29,29,16,22,18,20,23,14,12,21,10,4,14,69,341
20102101012,32,9,12,59,67,42,20,37,31,24,14,10,13,4,10,35,44,460
20102101013,32,9,19,52,61,30,24,31,25,9,14,4,15,0,0,13,69,420
20102101014,29,8,26,47,46,27,25,19,25,22,18,11,10,4,3,27,63,389
20102101015,29,8,15,22,9,21,25,27,16,14,15,14,12,7,6,34,55,320
20102101016,10,7,11,30,16,19,14,21,23,10,17,11,7,7,6,25,48,288
20102101017,16,8,10,12,24,21,22,15,30,15,12,4,11,4,11,12,51,285
20102101018,22,11,20,23,19,20,23,28,27,20,9,10,9,4,10,23,66,352
20102101021,16,18,13,24,33,27,14,19,15,5,7,8,11,0,0,38,32,281
20102101022,8,0,10,19,25,13,14,15,15,3,6,5,3,0,0,24,32,209
20102101023,10,11,10,23,39,30,17,18,18,14,15,8,3,0,0,11,41,269
20102101024,23,8,19,50,61,28,22,34,30,15,8,18,10,0,0,35,56,416
20102101025,25,4,18,31,42,23,26,32,34,13,18,10,13,3,3,22,69,381
20102101101,28,10,13,38,48,50,30,22,32,23,27,15,33,4,19,24,86,486
20102101102,5,11,10,24,16,17,18,24,17,6,12,8,12,4,3,29,32,233
20102101103,15,8,16,27,23,18,25,27,26,28,13,14,17,5,9,24,55,341
20102101104,13,10,16,19,16,14,8,12,20,8,12,4,13,5,8,29,33,244
20102101105,14,3,17,33,30,30,18,15,23,17,13,6,23,0,12,25,41,321
20102101106,21,11,27,48,39,35,26,32,37,32,25,14,20,13,8,24,62,467
20102101107,42,21,21,37,55,38,36,45,36,19,11,19,23,10,10,39,94,561
20102101108,10,3,10,14,24,28,16,19,19,18,13,6,19,4,9,26,15,258
20102101109,18,14,16,21,24,26,30,16,23,17,10,8,19,14,13,57,38,352
20102101110,30,19,22,46,41,23,22,30,38,27,15,9,39,7,21,44,63,492
20102101111,15,8,14,25,35,30,7,20,25,15,15,6,17,0,13,11,33,294
20102101112,38,15,26,50,61,48,50,50,50,30,23,20,22,14,12,39,68,623
20102101113,35,18,22,26,45,38,41,52,41,27,27,11,17,5,5,28,73,524
20102101114,11,10,10,19,36,25,31,26,41,23,12,14,13,4,7,29,46,354
20102101115,19,10,19,34,56,48,37,28,26,17,19,12,25,4,17,68,47,477
20102101116,15,7,17,13,44,36,36,33,21,17,26,9,18,6,15,27,46,377
20102101117,23,12,8,26,31,29,22,29,33,16,15,6,19,0,6,27,47,342
20102101118,23,8,16,29,37,44,34,37,29,20,21,11,18,6,17,73,41,459
20102101119,23,5,17,44,31,40,31,26,32,10,14,14,13,0,11,17,40,363
20102101120,23,15,25,20,35,17,28,16,24,16,17,10,20,8,13,37,62,395
20102101121,21,5,30,36,44,25,26,13,39,14,9,8,16,8,9,46,66,398
20102101122,30,12,24,38,45,28,40,37,32,21,29,12,16,7,15,43,52,484
20102101123,13,4,12,32,26,17,26,20,21,17,5,4,12,0,9,28,34,280
20102101124,4,12,18,22,26,8,12,7,9,17,13,4,18,4,12,19,36,238
20102101125,42,16,27,23,44,29,43,36,40,27,19,13,25,11,20,33,69,516
20102101201,31,17,7,29,26,18,20,26,21,24,18,19,19,0,4,39,55,369
20102101202,3,4,5,11,14,14,9,17,12,3,7,3,7,0,0,26,21,150
20102101203,39,20,20,26,30,29,23,18,29,25,16,25,31,4,10,22,94,458
20102101204,18,12,8,25,24,16,19,15,18,15,18,14,13,4,5,21,40,266
20102101205,51,11,18,38,35,30,19,17,36,32,13,17,29,3,10,17,101,474
20102101206,17,18,10,23,15,17,16,17,26,14,17,14,13,4,6,26,71,320
20102101207,16,4,12,24,14,18,22,19,14,11,14,11,18,0,8,8,52,276
20102101208,16,18,6,16,16,18,23,13,15,21,17,7,9,0,8,18,49,258
20102101209,22,3,9,19,33,34,23,27,31,25,22,16,11,6,4,33,70,407
20102101210,21,14,28,19,30,35,28,23,30,18,29,15,18,4,8,49,76,437
20102101211,30,8,13,24,31,23,22,31,41,28,21,10,22,4,7,25,73,403
20102101212,14,13,6,8,20,3,13,25,14,16,13,13,14,0,4,15,49,245
20102101213,28,9,13,21,19,23,21,24,30,25,15,10,28,5,10,32,68,384
20102101214,41,16,12,36,35,23,30,51,37,40,34,25,40,8,6,27,143,605
20102101215,13,5,12,30,22,22,11,17,27,21,22,12,17,0,10,23,64,318
20102101216,27,13,29,23,14,34,34,28,39,24,26,12,19,11,16,30,88,470
20102101217,40,21,15,35,38,30,29,27,29,26,33,23,33,8,19,28,79,497
20103101301,19,4,18,68,58,43,28,42,27,15,13,8,13,0,0,49,102,526
20103101302,15,0,14,31,30,19,14,24,24,6,5,3,4,0,0,30,47,267
20103101303,20,20,20,19,31,18,17,27,16,25,5,3,12,0,4,26,39,299
20103101304,12,10,15,56,35,24,16,15,25,14,14,0,17,3,0,55,48,362
20103101305,12,20,33,55,51,36,30,28,36,12,4,4,8,0,3,38,45,422
20103101306,20,3,13,50,57,22,23,25,17,11,3,8,9,0,3,31,29,329
20103101307,13,12,14,19,17,17,16,18,25,4,11,6,6,0,0,16,18,223
20103101308,24,21,17,35,55,34,38,32,43,26,24,14,18,3,10,44,90,525
20103101309,20,6,26,30,22,17,19,18,16,10,18,5,4,0,5,34,42,281
20103101310,21,9,10,25,34,22,12,15,15,6,4,11,4,0,0,35,47,270
20103101401,18,11,22,39,46,42,35,36,37,12,15,7,8,4,0,42,52,424
20103101402,13,11,10,52,48,37,25,21,20,7,0,3,5,0,0,33,43,319
20103101403,36,24,24,54,42,46,31,33,39,18,27,19,19,4,0,36,85,543
20103101404,34,23,33,60,40,34,30,37,33,18,15,12,11,4,0,45,70,495
20103101405,8,8,15,3,5,6,8,8,18,18,19,3,9,8,0,31,45,220
20103101406,10,7,10,20,12,17,17,15,31,16,21,7,14,4,11,345,53,623
20103101407,19,0,20,40,35,32,18,29,22,10,12,3,6,0,3,23,55,329
20103101408,15,7,16,36,28,27,25,39,43,30,19,8,22,0,0,43,94,457
20103101409,10,15,7,27,22,28,14,20,22,12,11,8,7,3,7,35,29,270
20103101410,7,5,9,8,15,3,9,8,14,10,3,0,9,0,3,4,26,147
20103101411,19,3,26,30,39,16,32,21,35,21,18,12,8,3,0,34,51,371
20103101412,22,8,22,35,47,28,29,20,28,16,21,9,10,0,6,27,58,396
20103101413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
20103101501,34,21,30,45,38,34,27,49,46,31,32,15,19,4,6,28,87,544
20103101502,26,12,9,27,27,12,18,23,21,9,12,7,30,5,7,19,67,328
20103101503,32,13,25,35,21,23,23,29,36,25,21,17,26,0,0,14,78,408
20103101504,22,5,10,26,16,13,16,21,21,11,12,4,10,4,0,28,39,261
20103101505,28,19,29,57,39,40,28,28,31,24,11,7,9,0,14,55,66,487
20103101506,23,6,21,48,41,26,21,29,34,26,13,4,14,0,5,29,78,425
20103101507,47,18,28,55,58,34,46,44,54,41,30,27,27,3,8,46,161,728
20103101508,19,15,20,22,28,22,18,20,24,9,15,11,4,0,0,24,80,347
20103101509,25,11,18,32,25,23,33,30,44,27,22,16,18,5,0,24,118,480
20103101510,8,4,3,13,10,12,15,8,7,15,10,9,6,4,3,17,24,158
20103101511,18,7,17,26,33,26,21,30,33,14,18,8,6,0,0,29,66,340
20103101512,17,16,16,29,30,23,19,24,19,10,10,12,13,0,4,32,76,349
20103101601,8,10,11,25,18,14,22,17,11,8,3,3,0,0,0,11,30,195
20103101602,26,19,35,59,79,41,45,31,32,15,12,6,4,0,0,46,65,522
20103101603,16,5,19,47,33,26,22,29,29,22,3,7,5,0,0,26,49,336
20103101604,15,4,20,47,43,40,33,25,21,15,8,6,9,0,5,40,79,398
20103101605,11,5,21,38,32,18,16,11,14,5,0,0,0,0,0,30,67,266
20103101606,24,10,28,73,60,32,20,26,21,7,4,0,5,0,0,21,72,400
20103101607,18,17,19,80,65,31,41,45,32,14,14,6,11,0,3,35,67,498
20103101608,21,8,8,48,34,24,23,23,19,17,6,4,10,0,6,20,30,293
20103101609,12,6,13,49,50,52,24,28,13,12,5,4,0,0,0,40,47,355
20103101610,18,15,23,65,62,55,25,35,25,15,18,4,14,0,0,34,62,483
20103101612,21,13,20,50,49,58,39,50,42,23,23,6,11,5,4,15,75,511
20103101613,19,16,26,69,126,48,41,33,29,3,11,3,8,0,0,32,80,553
20103101614,34,18,33,69,59,41,57,53,50,22,23,11,16,0,0,33,133,654
20103101615,11,0,11,56,32,40,10,19,10,10,0,0,3,0,4,17,17,246
20103101616,14,8,21,52,48,49,22,38,30,12,13,4,3,5,5,30,57,406
20103101617,13,8,17,30,47,31,43,28,19,11,12,0,9,0,0,12,47,342
20103101618,13,6,23,37,77,41,28,18,16,6,5,5,8,0,3,34,36,349
20103101619,29,14,31,57,51,42,36,32,19,12,17,0,4,4,6,28,64,449
20103101620,8,3,20,38,30,20,15,18,18,17,3,6,8,3,3,16,40,268
20103101621,8,9,10,16,24,25,17,11,19,19,6,6,6,0,0,18,34,239
20103101622,8,7,17,21,19,5,5,16,3,6,0,0,6,4,0,11,18,155
20103101623,11,0,3,13,13,9,12,15,11,10,7,9,16,0,0,3,35,169
20103101701,20,6,23,58,64,25,19,24,16,11,4,0,3,0,0,29,47,348
20103101702,12,13,6,13,32,14,22,34,20,15,9,11,15,0,0,11,54,284
20103101703,13,4,36,24,35,35,25,22,13,15,13,6,3,0,3,19,68,324
20103101704,14,10,11,50,50,33,25,12,8,14,3,3,0,0,4,31,34,300
20103101705,21,10,28,40,45,29,23,22,24,8,3,3,5,0,0,32,39,331
20103101706,20,9,10,35,28,22,21,31,19,11,7,9,8,0,0,17,56,304
20103101707,27,20,31,49,54,29,24,43,29,22,15,7,10,0,7,55,57,485
20103101708,11,7,14,36,60,12,23,17,10,7,4,3,3,0,9,19,19,265
20103101709,27,7,23,58,47,44,33,38,39,23,16,8,10,0,0,30,59,453
20103101710,37,13,17,43,41,31,23,15,30,14,10,6,10,6,3,88,52,444
20103101711,18,4,20,47,40,23,27,28,30,17,14,7,11,0,4,40,75,413
20103101712,32,12,31,71,50,32,28,32,36,12,28,4,12,0,6,66,87,544
20103101713,17,12,17,36,61,34,18,16,18,8,8,7,3,0,0,39,42,332
20103101714,19,9,23,35,31,32,31,27,24,5,8,0,0,0,3,50,57,370
20103101715,9,3,7,30,41,6,23,19,23,19,5,0,4,5,0,29,45,273
20201101801,22,10,21,46,51,53,44,34,29,18,12,3,7,0,0,72,60,495
20201101802,12,5,14,13,21,23,23,20,16,19,16,7,29,5,4,5,30,263
20201101803,30,17,29,38,41,35,34,44,37,38,25,25,32,4,4,28,66,511
20201101804,13,7,18,18,41,41,33,31,35,21,9,9,9,0,0,92,60,436
20201101806,16,9,24,27,49,24,25,34,23,14,19,9,8,0,0,68,54,410
20201101807,16,9,21,47,44,41,41,45,31,21,23,8,12,5,0,31,86,487
20201101808,6,4,10,20,16,18,25,16,14,17,10,6,8,0,0,15,61,251
20201101809,12,9,12,36,32,45,30,44,38,31,32,14,22,0,19,14,60,432
20201101810,13,5,17,20,16,20,12,19,18,14,21,13,20,6,12,19,30,268
20201101811,12,0,21,62,48,35,17,25,18,10,0,0,3,0,0,57,70,383
20201101812,10,9,21,29,27,11,12,9,5,4,8,0,0,0,0,44,77,282
20201101813,21,16,13,29,43,43,26,36,29,20,25,17,23,9,12,22,83,468
20201101814,10,15,16,10,12,14,18,14,23,9,15,10,13,4,11,9,25,221
20201101815,24,15,9,25,21,34,29,33,32,35,23,20,39,10,14,26,84,486
20201101816,20,19,33,38,27,36,19,31,32,28,30,17,30,14,28,18,45,457
20201101817,25,12,13,35,57,44,44,50,30,22,20,7,3,0,7,29,57,458
20201101818,16,10,19,56,41,41,22,37,36,8,13,12,5,0,0,46,87,456
20201101819,6,4,11,18,15,28,17,17,23,10,11,6,9,3,0,16,51,241
20201101820,11,5,7,6,14,15,7,5,6,0,8,4,10,0,0,76,15,189
20201101821,15,12,9,14,14,22,16,27,26,22,30,13,36,14,24,21,35,332
20201101822,11,7,14,11,16,17,18,25,25,24,18,21,21,3,24,14,41,317
20201101823,16,11,14,28,30,34,28,40,33,22,18,8,12,3,0,25,54,373
20201101824,28,13,27,29,38,36,29,36,42,32,21,16,33,0,7,35,61,495
20201101825,11,11,18,32,88,16,32,21,24,11,11,9,16,6,0,12,54,380
20201101826,7,0,8,26,18,28,26,24,28,21,9,5,13,5,4,20,48,275
20201101827,15,8,21,44,54,41,43,37,37,36,20,10,26,7,3,14,66,480
20201101828,11,3,15,41,41,32,15,25,15,17,19,13,11,4,3,40,74,385
20201101829,10,3,6,16,8,22,14,13,9,22,18,11,24,4,5,14,38,238
20201101830,45,10,41,53,61,50,66,62,71,43,32,22,27,0,4,42,154,791
20201101831,24,12,27,27,36,37,32,48,51,31,29,14,40,11,8,23,76,508
20201101832,14,13,11,32,38,40,22,30,27,15,22,7,18,0,0,32,71,381
20201101833,29,14,26,22,33,48,33,51,47,26,23,21,21,3,9,27,71,502
20201101834,24,8,18,16,19,18,27,30,34,29,19,19,36,0,9,10,39,357
20201101835,28,11,30,30,42,45,38,58,42,35,19,12,37,0,14,19,50,518
