SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
21004124032,3,3,5,11,18,18,18,14,14,15,17,9,7,0,0,4,52,207
21004153901,35,16,15,24,27,34,35,49,68,47,50,26,46,9,0,14,147,649
21004153902,13,4,5,12,10,10,8,11,20,16,14,10,14,4,4,29,33,224
21004153903,37,6,13,30,29,32,36,50,63,37,34,26,16,0,0,28,109,563
21004153904,36,13,16,21,16,23,37,35,49,62,51,29,45,0,3,10,135,594
21004153905,25,0,5,4,6,25,12,41,66,56,33,26,31,3,0,16,97,453
21004153906,25,9,13,41,23,25,27,32,38,27,16,16,17,5,0,21,67,409
21004153907,35,12,18,32,28,15,31,29,28,30,27,21,18,4,0,15,77,435
21004153908,43,13,18,18,14,25,37,54,55,47,60,20,50,3,5,51,225,737
21004153909,22,0,6,9,10,14,4,20,39,27,24,22,31,5,5,13,100,345
21004153910,36,0,13,22,19,20,13,30,30,18,20,10,7,0,3,21,47,310
21004153911,9,8,10,14,9,9,14,14,13,16,10,8,3,7,3,4,20,161
21004153912,14,0,7,6,17,10,17,26,46,41,42,14,23,6,0,16,60,335
21004154001,23,17,12,23,17,25,30,35,25,18,23,17,25,16,6,10,54,383
21004154002,23,3,9,13,23,22,18,26,38,27,15,23,18,3,0,7,43,298
21004154003,44,4,22,20,36,29,25,28,45,27,34,31,30,7,0,8,114,509
21004154004,13,0,10,8,5,12,19,19,30,37,36,14,35,8,12,0,99,347
21004154005,29,15,16,22,28,35,31,24,30,25,31,17,33,3,7,18,87,454
21004154006,24,14,34,28,34,24,25,33,38,28,27,3,13,3,0,13,65,394
