SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
21103126542,0,0,0,14,3,0,0,11,7,0,10,4,4,0,6,5,9,0,0,0,5,0,0,3,3,5,0,0,7,0,6,0,5,4,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,236
21103126543,0,11,0,18,10,0,0,5,4,9,3,4,5,0,0,4,10,4,0,0,3,0,3,9,9,0,0,0,9,4,3,5,7,0,5,0,5,11,6,0,0,0,4,0,0,0,0,0,3,0,4,3,0,224,408
21103126544,0,10,0,30,13,0,0,18,13,16,9,11,4,0,6,0,7,4,3,3,0,0,8,10,5,3,0,0,16,5,7,4,7,0,4,0,0,29,3,0,4,0,8,0,0,3,0,0,0,4,4,0,0,243,535
21103126601,0,0,0,14,0,0,0,17,7,8,5,3,0,0,0,0,5,4,3,3,3,0,3,7,0,0,9,0,4,0,5,4,8,0,4,0,3,7,3,0,3,0,4,0,0,3,0,0,0,0,0,3,0,138,288
21103126602,0,0,0,16,8,0,0,21,4,5,13,6,6,0,4,6,7,5,6,0,0,0,3,12,6,3,3,0,8,3,6,3,9,0,4,0,0,6,0,0,0,0,7,0,0,3,0,4,0,3,3,0,0,169,355
21103126603,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
21103126604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
21103126605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
21103126606,0,0,0,15,13,6,6,22,7,14,13,10,5,0,4,3,6,9,3,6,7,0,4,10,5,3,3,0,12,3,3,5,12,0,6,0,3,5,0,0,3,0,0,0,0,10,3,8,0,3,0,0,4,407,667
21103126608,0,0,0,28,7,0,0,16,7,9,8,13,7,0,12,0,13,0,0,9,6,0,7,10,3,3,0,0,7,0,14,5,6,0,5,0,0,17,10,0,0,0,3,0,0,3,3,6,0,0,0,0,0,245,494
21103126609,0,0,0,29,6,0,0,10,4,12,7,4,4,0,11,0,3,5,0,0,0,0,4,13,6,0,4,0,6,0,4,5,4,0,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,6,147,312
21103126610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103126611,0,4,0,19,8,0,0,12,4,8,12,3,3,0,0,4,11,7,0,0,4,0,3,11,5,0,5,0,0,0,3,3,0,0,3,0,3,11,0,0,0,0,5,0,0,0,7,0,0,4,0,0,0,198,370
21103126612,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,268,333
21103126613,0,0,0,24,15,5,0,13,6,6,16,13,4,0,5,3,6,4,0,0,5,0,3,3,0,3,4,0,5,0,0,7,7,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,183,370
21103126614,0,0,3,13,5,0,0,20,6,11,13,15,11,0,12,3,11,4,11,0,0,0,0,19,0,0,4,0,5,3,5,9,5,0,0,0,3,14,0,0,3,0,6,9,0,3,4,8,0,4,0,4,5,220,464
21103126615,0,0,0,21,3,0,0,14,6,4,3,14,3,0,0,4,4,0,0,3,0,0,0,12,8,0,8,0,0,3,10,0,3,0,3,0,5,10,0,0,0,4,0,0,0,6,0,0,0,0,0,4,4,171,343
21103126616,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68
21103126617,4,0,0,19,8,0,0,13,5,6,17,12,6,0,3,4,5,0,7,0,0,0,8,18,6,0,10,0,0,0,3,5,7,0,3,0,0,5,0,0,7,4,3,4,0,11,9,7,0,5,10,0,0,281,522
21103126618,0,0,0,21,8,5,4,23,10,22,12,8,15,0,6,9,3,6,3,0,0,0,7,17,5,0,3,0,6,0,4,8,11,0,4,0,0,11,0,0,0,0,0,0,0,3,0,4,3,11,8,0,0,263,527
21103126619,0,0,0,14,8,0,4,13,12,6,8,19,0,0,5,9,8,0,0,0,6,0,0,10,0,0,0,0,3,0,3,8,10,4,3,0,0,8,0,0,3,0,0,0,0,6,3,17,0,4,6,3,5,218,421
21103126620,0,0,0,6,0,0,0,10,11,8,8,8,3,0,3,0,5,3,5,0,3,0,0,4,4,3,4,0,0,4,5,0,3,0,0,0,0,13,0,0,0,0,3,4,0,8,0,3,0,0,3,4,0,137,268
21103126621,0,4,0,8,4,0,0,14,11,6,10,6,3,0,5,0,5,0,5,3,6,0,7,8,0,0,0,0,4,0,4,4,8,0,4,0,0,8,0,0,3,0,4,6,0,3,0,0,0,5,3,0,0,196,381
21103126622,0,0,0,13,9,0,0,16,12,6,11,9,9,0,4,3,6,3,3,3,3,0,0,15,3,0,5,0,0,0,3,4,7,0,3,0,0,11,3,0,0,3,7,5,0,7,0,8,0,0,3,0,4,217,445
21103126623,0,0,0,12,15,3,0,21,8,20,12,15,3,0,9,10,7,5,9,3,3,0,6,11,10,0,9,0,5,0,8,6,4,0,0,0,5,14,5,0,3,0,3,0,0,5,3,4,5,3,0,0,4,259,528
21103126624,0,3,0,9,11,0,0,13,13,7,7,13,3,0,7,5,0,0,3,7,6,0,3,11,7,0,0,0,0,0,0,5,12,0,5,0,4,10,4,0,0,0,0,0,0,0,0,0,0,7,3,6,6,171,359
21103126625,0,3,0,20,7,0,0,18,7,7,5,11,5,0,7,4,13,0,0,3,0,0,3,10,4,7,3,0,4,5,3,5,13,4,6,0,0,13,5,0,0,3,9,5,0,0,0,11,0,0,4,3,0,266,521
21103126626,0,0,0,13,9,0,0,22,7,4,6,7,5,0,4,3,0,5,3,0,0,0,0,8,7,0,3,0,6,0,6,0,11,0,4,0,5,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,136,306
21103126627,3,0,0,16,9,0,0,11,0,10,12,0,4,0,6,3,9,6,0,0,7,0,0,14,0,0,4,0,3,0,3,4,0,0,4,0,0,8,0,0,0,0,4,4,0,0,4,0,0,0,4,3,0,208,365
21103126628,0,0,0,7,4,0,0,9,0,5,0,3,0,0,3,5,0,0,0,0,3,0,0,7,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,45,127
21103126629,0,0,0,9,0,0,0,3,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,59
