SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
20101100611,0,0,0,4,6,0,0,7,0,0,3,0,6,0,3,3,5,0,7,0,0,0,5,17,4,0,3,0,3,0,6,0,3,0,8,0,0,21,4,0,0,0,5,3,5,5,0,0,0,3,9,0,0,214,376
20101100612,0,0,0,3,4,0,0,4,0,9,7,0,3,0,0,6,3,0,7,4,0,0,4,16,0,0,4,0,5,0,4,3,9,0,3,0,0,23,3,0,0,4,10,4,4,14,3,0,6,3,3,0,4,312,507
20101100613,0,0,0,0,4,0,0,0,0,3,6,4,0,0,5,10,9,3,0,6,0,0,0,13,4,0,3,0,0,0,0,3,0,0,0,0,0,14,3,0,0,0,6,0,0,0,4,5,0,3,0,0,0,180,295
20101100614,0,0,0,0,8,0,0,0,0,0,0,0,4,4,3,6,5,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,69,135
20101100615,0,0,0,9,3,0,0,6,3,15,6,6,8,0,3,10,3,8,6,0,0,0,3,26,3,0,5,0,3,0,6,9,4,7,0,0,7,21,0,0,3,0,9,4,0,9,0,12,0,8,4,0,3,248,490
20101100616,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,196
20101100618,0,0,0,7,24,0,0,10,3,17,12,0,7,0,10,6,13,4,8,0,0,0,9,19,3,5,3,0,4,0,7,11,3,6,0,0,4,29,0,0,3,0,8,0,0,6,6,4,0,3,3,0,0,208,490
20101100619,0,0,0,5,3,0,0,8,4,10,6,5,4,0,0,15,6,5,5,0,0,0,0,12,5,0,3,0,5,0,0,6,0,0,5,0,4,9,5,0,3,0,6,5,0,0,6,9,3,5,9,0,0,132,294
20101100620,0,0,3,13,17,0,3,16,7,13,36,12,5,0,18,26,29,0,10,4,4,0,11,44,12,11,10,0,10,0,8,24,10,3,12,0,3,36,4,0,5,5,24,0,3,10,4,14,0,11,5,8,3,401,898
20101100621,0,0,0,3,13,0,0,0,0,3,10,6,3,0,5,9,13,7,4,3,4,0,5,23,3,0,6,0,5,0,3,5,4,0,0,0,6,29,4,0,3,0,5,0,0,3,5,5,0,6,11,3,0,200,428
20101100622,0,0,0,10,22,0,0,12,5,13,23,3,4,0,8,4,17,3,6,0,5,0,3,20,5,4,6,0,3,5,3,11,11,5,3,0,4,16,3,0,3,0,8,3,0,0,3,8,0,0,11,0,0,220,504
20101100623,0,6,0,3,15,0,0,4,4,10,20,0,6,0,7,7,16,3,9,0,0,0,5,17,0,5,4,0,4,0,9,12,10,0,4,0,4,12,4,0,5,0,4,4,0,0,0,4,0,5,0,4,5,312,531
20101100624,0,0,0,16,13,0,0,10,3,11,20,5,12,5,5,15,18,8,0,4,8,0,3,27,4,8,3,0,9,0,12,12,4,0,8,0,3,22,10,0,3,3,7,4,0,5,0,8,0,8,7,3,0,333,680
20101100625,0,0,7,0,9,0,0,3,0,8,7,0,3,5,0,6,10,3,0,4,0,0,3,8,4,6,0,0,4,0,0,5,4,0,0,0,0,5,3,0,0,0,3,0,0,7,3,0,0,0,4,4,0,154,305
20101100626,0,0,0,3,0,0,0,6,0,10,15,0,3,0,0,8,7,0,0,0,0,0,4,8,4,0,5,0,4,0,0,5,3,3,0,0,0,8,0,0,0,3,9,0,0,4,4,0,3,3,4,0,0,105,250
20101100627,0,0,0,7,3,0,0,3,4,3,7,0,0,0,4,5,7,5,0,0,5,0,7,10,0,0,0,0,0,0,4,0,5,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,160
20101100628,0,0,0,20,9,6,0,10,3,12,17,3,3,0,14,6,15,3,5,0,3,0,3,15,0,8,3,0,12,0,6,14,8,5,5,0,4,10,3,0,3,5,6,0,0,7,0,9,0,5,7,5,0,215,469
20101100629,0,0,0,25,11,0,0,8,3,17,13,5,0,0,5,10,6,3,6,0,4,0,3,18,9,4,3,0,7,0,6,8,8,5,5,0,6,28,4,0,6,0,6,3,0,6,6,0,0,4,3,0,0,290,579
20101100630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20101100631,0,0,3,16,18,0,0,12,8,24,41,4,7,0,7,22,32,9,5,12,6,0,12,35,10,12,11,0,10,0,6,20,6,4,8,0,7,36,3,0,3,0,18,0,0,4,9,9,3,5,5,0,8,353,823
20101100701,0,3,6,25,3,0,0,8,10,7,20,5,7,0,7,14,13,3,0,3,10,0,3,12,9,0,0,0,4,0,9,6,4,0,9,0,0,22,0,0,0,8,13,0,3,0,0,11,0,0,0,0,3,257,533
20101100702,0,3,0,16,10,0,0,7,8,14,16,0,0,0,3,10,15,4,4,7,6,0,11,11,0,5,3,0,4,0,5,4,0,0,6,0,5,9,0,0,0,4,5,0,0,4,0,0,0,4,4,4,0,175,365
20101100703,0,4,4,14,11,0,6,5,7,17,9,0,3,0,3,12,16,3,0,5,4,0,0,17,4,0,5,0,0,0,6,3,11,5,4,0,0,16,5,0,0,5,9,0,0,6,0,6,0,5,4,0,0,282,531
20101100704,0,0,0,14,7,0,3,10,8,10,12,5,5,0,3,8,7,3,0,4,0,0,0,6,4,3,0,3,4,0,8,9,8,0,10,0,0,10,5,0,0,5,7,0,0,4,3,8,0,0,0,0,3,194,404
20101100705,0,0,3,11,5,0,0,3,5,7,11,0,3,0,3,9,15,3,0,4,3,0,6,21,0,0,3,0,5,0,0,4,3,0,5,0,0,13,0,0,3,5,11,0,7,9,3,7,4,3,0,0,3,233,449
20101100706,0,5,0,19,7,0,0,9,7,16,14,5,6,0,9,16,10,10,0,8,0,0,0,25,4,3,0,0,8,0,6,3,6,0,4,0,3,18,3,0,5,11,20,3,0,7,9,9,0,0,6,3,0,270,583
20101100707,0,0,5,16,6,0,0,5,5,10,20,0,4,0,6,20,18,3,0,3,5,0,10,21,5,4,3,0,10,0,7,3,9,6,4,0,7,21,3,0,3,5,11,0,0,0,8,13,4,3,4,4,0,250,548
20101100708,0,0,5,17,9,0,0,3,0,10,6,0,0,0,9,11,7,5,0,3,4,0,3,9,0,4,0,0,9,5,4,5,14,0,0,0,0,21,4,0,6,8,12,0,0,4,9,6,0,10,4,0,0,205,432
20101100709,0,3,0,11,3,0,3,13,0,4,15,0,4,0,10,9,12,8,0,6,4,0,3,15,4,9,3,0,5,0,6,6,6,0,3,0,0,22,7,0,0,5,6,0,0,3,4,3,5,3,3,3,0,150,381
20101100801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,290,339
20101100804,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,18,4,0,0,0,0,0,0,5,0,0,3,0,0,16,4,0,3,0,11,0,0,3,5,7,0,4,0,0,5,268,384
20101100805,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,9,3,8,0,0,8,0,3,243,319
20101100806,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,7,3,0,3,0,0,0,6,6,0,0,3,0,0,5,3,0,3,3,7,0,4,16,4,6,5,4,3,0,4,312,421
20101100807,0,0,0,8,5,0,0,5,6,4,3,0,0,0,0,9,11,0,0,0,0,0,0,10,0,3,4,0,0,0,0,8,0,5,0,0,0,11,0,0,7,4,6,4,0,3,0,7,0,3,8,0,0,222,350
20101100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12
20101100809,0,0,0,17,4,0,0,12,0,12,15,3,0,0,5,6,13,0,0,7,6,0,6,13,3,3,10,0,5,0,3,7,6,0,3,0,0,24,5,0,5,3,6,0,0,5,0,3,0,0,6,0,0,314,549
20101100810,0,0,0,6,6,0,3,12,5,7,3,0,0,0,4,9,0,0,3,0,3,0,7,18,10,3,3,0,5,0,6,12,0,0,7,0,0,19,5,0,4,0,3,3,5,17,3,6,5,6,5,0,5,238,462
20101100811,0,0,0,0,6,0,0,4,0,0,3,0,0,0,0,12,3,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,132,240
20101100812,0,0,0,7,0,0,0,5,0,4,8,0,0,0,0,4,3,0,0,0,7,0,4,22,0,0,4,0,0,0,7,7,4,4,4,0,5,15,7,0,0,0,9,0,0,8,3,10,0,3,5,0,4,206,357
20101100813,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,9,13,0,3,0,3,0,0,5,0,0,0,0,0,0,0,4,3,0,3,0,0,14,0,0,0,0,13,0,0,0,7,3,0,0,4,0,4,189,312
20101100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
20101100815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,12,3,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,9,0,4,0,5,0,0,0,238,321
20101100816,3,0,7,10,3,0,0,10,4,8,7,0,3,0,5,6,8,4,0,6,0,0,4,5,4,0,0,0,0,0,8,0,5,0,0,0,3,7,0,0,0,3,4,4,0,6,0,0,0,0,0,0,0,158,295
20101100818,0,0,0,15,10,0,0,10,7,14,14,0,3,0,10,10,17,11,0,11,0,0,4,21,0,3,5,0,5,0,8,6,5,0,8,0,3,28,0,3,10,7,13,0,0,4,0,9,10,4,10,3,0,213,520
20101100820,0,0,0,6,5,0,3,0,0,7,3,8,0,0,9,0,8,3,4,0,8,0,3,12,0,0,0,0,5,0,4,8,8,0,3,0,5,22,0,0,0,0,4,0,0,6,6,6,3,4,4,5,4,252,437
20101100821,0,0,0,9,10,0,0,3,0,9,9,0,3,0,3,5,5,0,6,5,3,0,4,17,8,4,0,0,3,0,6,5,5,3,9,0,0,18,4,0,3,0,8,0,0,11,6,4,0,8,3,0,5,261,460
20101100822,0,0,0,5,0,0,0,0,0,3,4,0,0,0,3,3,3,0,0,0,0,0,0,10,6,0,0,0,5,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,192,279
20101100823,0,0,0,0,3,0,0,3,3,0,6,0,0,0,6,12,10,7,7,7,3,0,3,21,0,0,4,0,3,0,0,3,13,8,0,0,0,19,4,0,4,6,4,0,0,15,0,9,3,5,6,4,0,331,544
20101100824,0,0,0,9,6,0,0,4,6,3,5,3,3,0,0,6,3,0,0,0,5,0,7,16,4,3,0,0,0,0,3,3,0,0,5,0,0,11,0,0,0,0,7,5,0,0,0,4,0,5,5,4,3,463,600
20101100825,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,4,8,0,3,288,367
20101100826,0,0,0,10,6,0,0,0,3,3,7,0,4,0,8,5,13,3,6,0,4,0,6,11,4,0,7,0,5,0,10,6,8,0,6,0,3,9,0,0,6,4,8,0,0,7,4,0,0,6,6,0,5,213,397
20101100827,0,0,0,11,14,0,0,3,0,10,10,0,3,0,0,3,11,3,3,4,6,0,3,19,10,3,0,0,4,0,0,9,4,0,6,0,4,19,4,0,0,4,4,0,4,7,5,8,3,3,0,4,0,297,509
20101100828,0,0,0,6,0,0,0,0,0,7,7,3,5,0,3,4,6,0,9,0,4,0,3,15,3,4,0,0,4,0,6,0,4,0,3,0,0,8,4,0,3,6,3,0,0,10,4,3,0,3,3,0,0,230,378
20101100829,0,0,0,4,5,0,0,3,0,6,4,0,0,0,0,14,4,0,3,0,0,0,0,10,3,0,5,0,0,0,4,0,0,5,4,0,0,10,0,0,0,3,6,0,0,3,3,0,4,4,0,0,0,161,286
20101100830,0,0,0,8,10,0,0,0,0,9,3,4,3,0,3,9,7,3,5,0,3,0,0,10,0,0,0,0,0,0,3,0,15,0,3,0,0,11,0,0,0,4,0,0,0,3,4,4,5,5,0,0,0,215,366
20101100831,0,0,0,3,10,0,0,0,4,4,7,0,0,0,4,4,4,7,6,0,0,0,4,11,3,0,0,0,3,0,3,7,9,0,6,0,0,5,6,0,6,0,6,0,0,6,4,3,0,0,0,0,0,185,329
20101100832,0,0,0,3,4,0,0,6,0,0,6,0,0,0,0,0,3,0,8,4,0,0,0,5,0,5,0,0,0,0,0,9,0,0,0,0,0,9,0,0,3,3,7,0,0,4,5,8,0,0,6,4,5,347,456
20101100833,0,0,0,11,6,0,0,0,0,8,7,0,3,0,4,0,8,0,4,0,10,0,3,20,3,0,5,0,0,0,0,3,5,0,5,0,0,18,4,0,6,6,13,4,0,18,0,7,0,6,7,0,0,348,552
20101100834,0,0,0,4,0,0,0,5,0,0,3,3,0,0,0,3,5,0,3,0,0,0,0,16,4,5,0,0,0,0,3,3,5,0,4,0,0,8,0,0,7,0,4,4,0,3,0,3,0,0,0,0,0,185,291
20101100835,3,0,5,3,10,0,0,12,4,8,9,0,3,3,4,19,10,4,3,5,5,0,10,16,0,5,9,0,0,0,9,9,9,0,4,0,0,25,3,0,3,0,6,0,3,6,3,6,8,6,4,3,0,220,468
20101100836,0,0,4,13,11,0,0,12,5,9,5,0,4,0,11,0,13,3,0,3,4,0,11,28,5,4,4,0,4,0,4,8,5,3,8,0,8,20,7,0,0,0,11,0,0,4,5,8,4,0,7,3,0,243,501
20101100837,0,4,3,21,10,0,0,9,3,20,18,8,0,0,8,7,11,3,7,12,3,0,8,19,3,10,7,0,11,4,10,4,7,0,9,0,7,22,9,0,5,7,13,4,0,6,0,10,7,8,3,7,0,293,628
20101100838,3,0,8,7,4,0,0,0,0,3,13,4,0,0,0,3,3,0,0,6,0,0,0,3,0,0,4,0,3,0,6,0,3,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,87,190
20101100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100840,0,0,0,3,3,0,0,0,0,7,9,0,0,0,0,12,5,0,0,0,6,0,4,10,3,0,0,0,5,0,0,6,3,0,0,0,0,19,0,0,4,0,5,0,0,4,5,0,0,0,5,0,0,141,279
20101100841,0,0,0,11,8,0,0,5,0,5,8,0,0,0,0,5,11,4,0,0,0,0,3,5,0,4,4,0,3,0,4,6,7,0,0,0,3,13,0,0,4,0,5,0,0,3,3,5,0,4,0,0,6,154,323
20101100842,0,4,5,12,6,0,0,5,7,0,9,0,5,0,0,7,6,3,0,0,0,0,5,6,0,3,0,0,3,0,0,5,4,0,0,0,0,7,0,0,0,0,3,0,0,8,10,3,0,4,4,0,0,95,227
20101100843,0,0,0,4,3,0,0,3,0,8,4,0,0,0,3,0,3,0,3,0,3,0,5,17,0,5,4,0,3,0,3,5,0,0,0,0,0,7,0,0,4,3,6,0,0,12,4,7,0,0,7,0,0,241,383
20101100844,0,0,0,12,16,0,3,8,8,11,5,0,7,0,10,4,14,4,0,3,4,0,0,18,4,6,3,0,5,0,4,8,5,0,7,0,3,23,4,0,5,4,9,4,0,9,4,6,11,9,0,0,3,225,488
20101100845,0,0,3,34,16,0,0,9,12,33,19,6,9,0,7,8,18,8,3,14,4,0,9,25,9,6,8,0,9,3,11,12,9,0,11,0,7,27,4,4,4,3,16,4,0,3,6,5,7,6,4,4,0,273,708
20101148101,0,0,0,16,15,0,4,8,6,14,9,0,7,0,7,10,8,6,9,0,5,0,7,19,0,4,4,0,0,0,7,12,0,0,7,0,0,17,6,0,3,0,10,4,0,8,0,5,5,5,0,0,0,304,560
20101148102,0,0,0,0,4,0,0,0,0,6,5,0,0,0,4,0,8,4,6,0,0,0,3,8,0,0,3,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,140,223
20101148103,0,3,0,16,13,0,0,10,4,11,13,0,18,0,7,8,8,0,6,3,4,0,13,20,6,0,4,0,3,0,0,11,3,0,11,0,4,9,0,0,3,0,11,0,0,5,3,3,3,3,5,3,5,337,599
20101148104,0,0,0,4,4,0,0,4,0,11,15,0,6,0,0,0,0,6,0,0,0,0,3,13,3,0,0,0,0,0,4,7,0,0,0,0,0,18,0,0,0,0,7,0,0,8,0,4,0,0,4,4,0,187,325
20101148105,0,0,0,14,3,0,0,6,8,7,5,0,3,0,5,4,3,0,0,0,0,0,3,7,3,0,0,0,4,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,6,0,0,147,257
20101148106,0,0,0,9,7,0,0,7,0,15,4,7,0,0,0,4,11,0,0,3,4,0,6,8,0,0,8,0,0,3,0,0,0,4,4,0,3,14,0,0,0,0,4,8,6,9,4,4,0,4,0,0,0,173,327
20101148107,0,0,3,8,12,0,0,5,5,12,8,6,4,0,8,0,4,3,5,5,0,0,0,9,0,0,7,0,0,0,5,5,0,0,3,0,6,9,0,0,5,0,3,0,0,13,0,0,0,3,8,0,6,224,409
20101148108,0,0,0,10,3,0,0,4,8,8,4,3,5,0,7,3,4,0,0,0,9,0,3,11,6,4,3,0,0,3,4,4,4,0,3,0,5,6,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,271,422
20101148109,0,0,0,8,3,0,0,9,5,14,10,0,3,0,3,8,6,5,5,10,4,0,3,14,13,6,4,0,5,0,0,6,3,6,3,0,0,9,4,0,4,0,5,0,0,6,0,5,0,0,4,0,0,184,380
20101148110,0,0,0,0,0,0,0,0,0,7,4,0,8,0,0,0,4,0,3,0,3,0,0,0,4,4,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,435,521
20101148111,0,0,0,8,4,0,0,0,9,0,3,0,0,0,5,7,4,0,3,3,3,0,5,12,0,0,0,0,5,0,0,6,4,4,0,0,3,17,0,0,0,0,4,0,0,5,0,3,0,9,3,0,0,292,441
20101148112,0,6,0,19,19,0,6,14,11,32,19,9,10,0,10,15,13,8,0,8,5,0,14,21,12,3,6,0,8,0,9,14,4,0,8,0,9,13,0,0,3,3,3,3,0,8,4,9,0,9,11,4,0,341,714
20101148113,0,0,0,14,8,0,5,0,4,5,13,3,8,0,0,8,5,0,3,5,9,0,0,16,6,0,4,0,0,0,7,12,3,0,6,0,0,14,4,0,0,3,10,0,0,7,5,6,0,0,7,5,5,283,509
20101148114,0,5,0,6,0,0,0,7,6,10,13,3,7,0,8,0,3,0,4,0,0,0,4,9,0,0,0,0,0,0,3,11,0,0,4,0,0,10,3,0,0,0,5,0,0,0,4,0,0,0,6,0,0,152,287
20101148115,0,0,0,5,8,0,0,9,4,6,15,4,4,0,4,12,11,0,0,0,0,0,6,19,0,0,3,0,6,4,0,5,3,0,3,0,0,14,6,0,0,0,7,5,0,5,5,3,0,8,0,0,0,181,379
20101148116,0,0,0,5,4,0,0,13,5,3,11,6,5,0,3,5,8,0,6,4,4,0,10,11,5,0,0,0,0,0,4,0,0,0,6,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,144,281
20101148117,0,0,0,11,14,0,4,8,0,8,11,4,6,0,0,4,3,0,0,5,0,0,10,3,5,3,4,0,9,0,8,3,0,0,4,0,0,13,3,0,0,0,4,0,0,9,3,5,0,0,0,0,0,188,362
20101148118,0,0,6,30,15,0,4,5,0,13,13,3,4,0,13,10,21,9,5,8,6,0,4,19,6,5,0,0,7,0,13,11,13,4,3,0,6,21,3,0,5,6,13,0,0,7,8,4,3,9,6,0,3,365,731
20101148119,0,0,0,14,4,0,0,9,7,13,12,4,4,0,4,10,10,6,5,3,0,0,10,17,12,8,3,0,10,0,3,5,8,0,0,0,0,20,0,0,6,6,11,0,0,13,0,8,0,4,0,0,4,318,568
20101148120,0,5,0,27,12,0,5,15,7,15,17,6,7,0,5,12,19,7,0,4,11,0,11,20,6,3,9,0,8,0,7,7,6,3,5,0,5,14,0,0,8,9,7,0,0,9,6,4,3,4,4,6,3,396,748
20101148121,0,0,0,15,6,0,5,4,3,8,10,3,3,0,3,0,4,0,0,3,0,0,3,11,0,3,5,0,0,0,4,6,0,0,6,0,0,4,3,0,0,0,0,3,0,5,0,3,3,0,4,0,0,194,344
20101148122,0,0,0,6,5,0,0,6,6,0,3,0,0,0,10,6,3,0,3,3,0,0,8,12,5,3,0,0,0,0,0,4,3,0,7,0,0,13,5,0,0,4,3,3,0,10,3,0,0,4,0,3,0,159,290
20101148201,0,6,0,22,9,0,0,11,11,19,15,5,5,0,3,5,5,0,0,3,4,0,8,12,10,5,0,0,0,0,3,6,3,0,6,0,0,9,4,0,0,0,3,4,0,5,3,4,0,3,0,0,0,224,454
20101148202,4,3,0,47,24,5,3,14,10,24,27,4,9,0,8,10,18,3,5,0,8,0,3,12,5,5,3,0,13,0,8,10,19,4,9,0,11,27,7,0,0,0,3,0,0,10,3,0,0,5,4,3,4,387,803
20101148203,5,8,0,21,8,0,0,13,4,8,20,3,6,0,4,10,8,3,0,0,5,0,0,3,0,0,5,0,4,0,4,0,0,0,4,0,0,16,0,0,0,0,4,0,0,3,0,0,0,0,6,3,0,203,399
20101148204,0,13,6,52,17,3,0,25,18,37,40,8,18,0,13,7,36,14,3,10,8,0,11,22,7,7,6,0,13,3,14,12,14,6,5,0,3,22,3,0,3,8,11,0,0,5,8,6,5,4,0,0,0,453,988
20101148205,0,0,0,22,13,0,3,11,6,27,15,0,0,0,9,3,9,0,0,0,4,0,6,12,3,0,3,0,3,0,5,6,3,0,0,0,3,11,0,0,0,0,5,0,0,9,5,4,3,0,3,4,0,199,415
20101148206,0,0,0,10,8,0,0,9,0,7,4,5,4,0,6,10,7,0,0,3,0,0,6,7,11,0,4,0,0,3,0,8,4,0,3,0,5,9,0,0,0,0,7,0,0,8,4,9,0,0,4,0,3,430,595
20101148207,0,0,0,5,0,0,0,12,3,4,11,5,9,0,0,7,10,0,4,0,4,0,10,11,6,0,3,0,0,0,0,12,6,0,7,0,0,10,3,0,0,0,7,0,0,7,0,0,0,4,3,3,0,158,343
20101148208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101148209,4,6,0,36,25,0,0,28,10,36,44,14,8,0,15,9,9,4,4,15,0,0,6,18,9,10,8,0,8,7,7,8,16,0,9,0,10,36,5,0,4,5,11,0,0,4,4,0,0,3,5,4,0,320,793
20101148210,0,0,4,25,11,0,4,14,12,23,19,0,17,0,7,5,4,3,11,7,0,0,3,17,7,3,5,0,7,0,10,10,4,0,11,0,5,14,6,0,6,4,8,0,0,8,5,8,9,0,4,5,0,292,613
20101148211,4,3,0,27,3,0,7,18,11,22,29,12,4,0,5,0,15,0,5,3,0,0,7,16,16,0,6,0,8,0,7,8,0,0,0,0,6,13,4,0,0,0,0,0,0,3,0,5,4,0,3,0,0,244,526
20101148212,4,0,0,17,14,0,0,11,3,9,9,5,0,0,3,5,13,7,0,3,4,0,13,14,4,4,0,0,4,0,7,11,3,0,5,0,8,17,3,0,5,3,8,0,0,6,0,4,0,4,4,0,0,238,484
20101148213,0,0,0,20,3,0,6,6,4,14,11,4,7,0,9,0,4,0,0,6,3,0,3,9,0,0,3,0,7,0,5,7,0,0,0,0,0,9,0,0,0,0,4,0,0,0,9,5,0,0,0,0,4,251,429
20101148214,0,0,0,16,5,0,0,3,6,12,18,0,6,0,0,6,15,3,6,0,0,0,0,9,9,3,4,0,3,0,6,9,3,6,6,0,3,11,5,0,5,3,0,3,0,4,3,0,0,6,6,0,0,219,436
20101148215,0,0,0,12,7,0,0,10,8,18,14,0,7,0,3,10,9,4,3,3,3,0,9,8,4,11,0,0,4,0,6,4,0,0,5,0,0,23,6,0,0,0,4,3,0,7,5,9,0,7,10,0,3,264,519
20101148216,0,3,0,19,13,0,0,15,7,28,14,3,11,0,3,0,11,3,0,3,0,0,0,13,6,3,0,0,7,0,3,5,5,0,6,0,4,12,4,0,0,0,5,3,0,4,3,4,5,3,7,6,3,260,502
20101148217,0,0,4,23,8,0,0,9,7,17,27,6,9,0,0,8,12,9,0,3,0,0,4,9,7,0,6,0,4,4,8,6,7,0,7,0,10,11,0,0,3,0,6,0,0,8,6,10,0,0,5,0,0,232,498
20101148218,0,3,0,19,14,0,0,16,13,28,29,9,11,0,7,6,13,5,0,3,4,0,6,8,4,9,5,0,6,3,9,17,8,0,7,0,12,21,0,0,7,3,6,0,0,0,4,3,0,6,9,3,5,352,708
20101148219,0,0,0,13,8,0,0,3,0,16,7,0,4,0,5,7,0,5,0,0,0,0,8,10,11,3,0,0,0,0,5,6,7,0,4,0,3,16,5,0,0,0,0,4,0,5,0,0,0,5,12,0,0,144,332
20101148220,0,0,0,11,5,0,3,5,9,12,15,4,4,0,3,0,4,4,5,4,0,0,0,5,4,0,3,0,3,0,4,4,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,4,0,0,5,0,4,154,287
20101148221,0,0,0,8,0,0,0,5,0,7,6,0,0,0,0,5,10,0,0,0,4,0,0,6,3,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,91,176
20101148222,0,0,0,26,3,0,3,14,11,13,29,0,15,0,0,0,8,0,6,0,4,0,7,13,4,4,6,0,7,5,5,10,4,0,4,0,3,14,0,0,4,0,6,0,0,3,0,6,3,0,7,5,0,277,526
20101148223,4,4,0,44,12,0,9,14,9,25,18,3,9,0,10,5,11,4,3,3,6,0,8,19,6,12,5,0,9,0,13,5,5,0,3,0,11,23,5,0,3,0,9,0,0,4,0,6,0,4,4,0,4,371,702
